tshirt,positive_pant,detailed,medium,low,empty,dif
33398493,28802084,"An image of  black skinny-fit denim jeans in stretch cotton, featuring a classic five-pocket design, belt loops, and a button fly",Generate an image of black skinny-fit denim jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
188891786,183517229,"An image of light wash denim jeans in a slim fit, heavily distressed with ripped holes, frayed edges, whiskering, classic five-pocket styling, and a button fly",Generate an image of light-wash slim-fit distressed denim jeans,Generate an image of distressed denim jeans, ,"A photo of a Jeans, on white background, high quality."
120654396,122693039,"An image of black skinny stretch pants made from a stretchy cotton-spandex blend, featuring a sleek slim fit, smooth mid-rise waistband, and minimalistic pocket detailing",Generate an image of black skinny stretch pants with a slim fit,Generate an image of skinny pants, ,"A photo of a Pants, on white background, high quality."
120654396,122693039,"An image of black skinny stretch pants made from a stretchy cotton-spandex blend, featuring a sleek slim fit, smooth mid-rise waistband, and minimalistic pocket detailing",Generate an image of black skinny stretch pants with a slim fit,Generate an image of skinny pants, ,"A photo of a Stretch Pants, on white background, high quality."
72435061,79343396,"An image of black and white vertical striped denim cutoff shorts featuring a mid-rise waist, relaxed fit, five-pocket styling, and raw frayed hems",Generate an image of relaxed-fit black and white striped denim cutoff shorts,Generate an image of striped cutoff shorts, ,"A photo of a Denim Shorts, on white background, high quality."
50574870,66578430,"Generate an image of  black leather skinny jeans with a sleek, body-hugging fit, classic five-pocket styling, belt loops, and a smooth polished finish",Generate an image of black skinny leather jeans with a form-fitting cut,Generate an image of skinny leather jeans, ,"A photo of a Jeans, on white background, high quality."
164871413,154756928,"An image of black stretch-denim skinny jeans featuring side zippers, five-pocket styling, and a close tapered fit",Generate an image of black skinny fit jeans with side zippers,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
124442102,120604692,"Generate an image of black high-waisted skinny jeans made from stretch denim, featuring a classic five-pocket layout, belt loops, and a button fly",Generate an image of black high-waisted skinny jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
120688887,56660516,"An image of black chiffon high-waisted flowy shorts with a loose, airy silhouette",Generate an image of black high-waisted flowy shorts with a relaxed fit,Generate an image of flowy shorts, ,"A photo of a Shorts, on white background, high quality."
159268993,161519632,"An image of white high-waist wide-leg culotte pants crafted from lightweight woven fabric, featuring a structured wide-leg fit and clean tailored waistband",Generate an image of white high-waist culotte pants with a wide-leg fit,Generate an image of culotte pants, ,"A photo of a Culotte Pants, on white background, high quality."
173746242,133848655,An image of a red high-waisted faux leather skater skirt with a flared A-line silhouette,Generate an image of a red high-waisted skater skirt,Generate an image of a skater skirt, ,"A photo of a Skirt, on white background, high quality."
53904738,60333195,Generate an image of a black ruched jersey bodycon mini skirt with a figure-hugging fit,Generate an image of a black bodycon mini skirt,Generate an image of a mini skirt, ,"A photo of a Skirt, on white background, high quality."
79017032,89907225,"An image of a black and beige pencil skirt with an abstract geometric print, crafted from stretch cotton-blend fabric, featuring a high-waisted, slim pencil fit and a concealed back zipper",Generate an image of a slim-fit pencil skirt with an abstract geometric print in black and beige,Generate an image of a pencil skirt, ,"A photo of a Skirt, on white background, high quality."
178879047,128040563,"An image of a black high-waisted bandage mini skater skirt crafted from stretchy rayon-blend fabric, form-fitting at the waist and hips with a flared above-the-knee hem",Generate an image of a black high-waist mini skater skirt with a flared fit,Generate an image of a mini skater skirt, ,"A photo of a Skirt, on white background, high quality."
197934115,192392023,"An image of light-wash skinny denim jeans featuring stretch cotton fabric, classic five-pocket styling, subtle fading, and a form-hugging fit",Generate an image of light-wash skinny denim jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
207309850,209856035,An image of red cotton high-waisted tailored pleated shorts with a structured fit and crisp front pleats,Generate an image of red high-waisted tailored pleated shorts,Generate an image of pleated shorts, ,"A photo of a Shorts, on white background, high quality."
198794454,197455920,"Generate an image of a vintage-style high-waist wrap midi skirt in red with white polka dots, made of lightweight cotton fabric, featuring front buttons and a softly flared fit",Generate an image of a red polka-dot high-waist wrap midi skirt with a relaxed fit,Generate an image of a polka-dot wrap skirt, ,"A photo of a Skirt, on white background, high quality."
169724682,177406453,"An image of  mid-wash blue denim skinny jeans with distressed knee rips, classic five-pocket styling, and a snug stretchy fit",Generate an image of mid-wash skinny jeans with knee rips,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
205235693,205058097,"An image of a classic blue high-waisted denim mini skirt with a button-front closure, slight A-line fit, and jean-style stitching",Generate an image of a high-waisted denim mini skirt,Generate an image of a denim mini skirt, ,"A photo of a Skirt, on white background, high quality."
153945907,140684089,"An image of a red plaid wool A-line mini skirt with a fitted waist, flared silhouette, and mini length",Generate an image of a red A-line mini skirt in wool,Generate an image of a mini skirt, ,"A photo of a Skirt, on white background, high quality."
140834943,137328477,"An image of a light grey tulle midi skirt with layered sheer fabric, an A-line silhouette, and a decorative bow waistband",Generate an image of a light grey tulle midi skirt with a bow waist,Generate an image of a tulle midi skirt, ,"A photo of a Skirt, on white background, high quality."
157766113,203037161,An image of a burgundy suede high-waist midi pencil skirt with a form-fitting silhouette that falls below the knee,Generate an image of a burgundy form-fitting midi pencil skirt,Generate an image of a pencil skirt, ,"A photo of a Skirt, on white background, high quality."
115841158,116762930,"An image of dark wash  skinny denim jeans made from stretch cotton denim, featuring a mid-rise skinny fit, classic five-pocket styling, zip fly, and belt loops",Generate an image of  skinny denim jeans in a dark wash,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
125582100,116787761,"An image of a camel textured leather A-line skater skirt with a high-waisted fit, mid-thigh length, flared hem and subtle grain texture",Generate an image of a camel A-line skater skirt in textured leather,Generate an image of a skater skirt, ,"A photo of a Skirt, on white background, high quality."
